Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Gender]	Term Source REF	Term Accession Number	Factor Value[Group]	Term Source REF	Term Accession Number	Factor Value[Animal ID]	Term Source REF	Term Accession Number	Factor Value[Biological Replicate]	Term Source REF	Term Accession Number	Factor Value[Treatment]	Term Source REF	Term Accession Number	Factor Value[Time (Hrs)]	Unit	Term Source REF	Term Accession Number	Factor Value[Time (Days)]	Unit	Term Source REF	Term Accession Number
PK__AZ_43	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_43	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			31						KU60648							1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC15	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	PK__QC15																							
PK__AZ_02	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_02	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	1			27						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_39	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_39	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			44						KU60648							2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_29	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_29	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	3			38						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC16	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	PK__QC16																							
PK__AZ_48	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_48	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			42						KU60648							2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_05	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_05	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			43						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_22	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_22	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	1			28						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_38	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_38	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			33						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_24	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_24	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	3			36						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC17	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	PK__QC17																							
PK__AZ_30	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_30	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			35						KU60648							1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_56	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_56	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	1			26						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_19	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_19	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			34						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC18	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	PK__QC18																							
PK__AZ_58	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_58	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	1			30						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_04	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_04	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			32						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_07	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_07	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	3			37						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_28	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_28	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			45						KU60648							2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC19	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	PK__QC19																							
PK__AZ_50	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_50	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	1			29						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_12	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_12	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	3			39						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC20	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	PK__QC20																							
PK__AZ_10	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_10	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			31						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_36	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_36	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			35						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_53	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_53	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			33						KU60648							1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_52	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_52	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	3			40						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC21	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	PK__QC21																							
PK__AZ_06	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_06	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			34						KU60648							1	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_14	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_14	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			44						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_46	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_46	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	3			37						control condition	XCO	http://purl.obolibrary.org/obo/XCO_0000099					2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__QC22	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	PK__QC22																							
PK__QC23	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	PK__QC23																							
PK__Extract_blank_end	blank			blank			blank			Sample collection	PK__Extract_blank_end																							
PK__AZ_14_AZ_Serum_1	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_14_AZ_Serum_1	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			44						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_14_AZ_Serum_2	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_14_AZ_Serum_2	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			44						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_14_AZ_Serum_3	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_14_AZ_Serum_3	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			44						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_38_AZ_Serum_1	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_38_AZ_Serum_1	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			33						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_38_AZ_Serum_2	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_38_AZ_Serum_2	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			33						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_38_AZ_Serum_3	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_38_AZ_Serum_3	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	2			33						KU60648							4	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_48_AZ_Serum_1	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_48_AZ_Serum_1	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			42						KU60648							2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_48_AZ_Serum_2	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_48_AZ_Serum_2	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			42						KU60648							2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
PK__AZ_48_AZ_Serum_3	"WIST, Rat Strain"			blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	PK__AZ_48_AZ_Serum_3	male	PATO	http://purl.obolibrary.org/obo/PATO_0000384	4			42						KU60648							2	day	UO	http://purl.obolibrary.org/obo/UO_0000033
HP__QC01	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC01																							
HP__QC02	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC02																							
HP__QC03	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC03																							
HP__QC04	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC04																							
HP__QC05	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC05																							
HP__extract_blank_start	blank			blank			blank			Sample collection	HP__extract_blank_start																							
HP__QC06	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC06																							
HP__S01	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S01																							
HP__S06	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S06																							
HP__S07	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S07																							
HP__S16	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S16																							
HP__QC07	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC07																							
HP__S19	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S19																							
HP__S09	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S09																							
HP__S20	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S20																							
HP__S14	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S14																							
HP__QC08	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC08																							
HP__S05	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S05																							
HP__S13	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S13																							
HP__S15	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S15																							
HP__S10	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S10																							
HP__QC09	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC09																							
HP__S04	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S04																							
HP__S17	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S17																							
HP__S03	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S03																							
HP__S18	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S18																							
HP__QC11	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC11																							
HP__S02	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S02																							
HP__S12	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S12																							
HP__S11	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S11																							
HP__S08	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S08																							
HP__QC12	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC12																							
HP__S21	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	HP__S21																							
HP__salbutamol_MI-T	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__salbutamol_MI-T																							
HP__salbutamol_MI-T_MSMS	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__salbutamol_MI-T_MSMS																							
HP__citalopram_MI-T	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__citalopram_MI-T																							
HP__citalopram_MI-T_MSMS	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__citalopram_MI-T_MSMS																							
HP__amitriptyline_MI-T	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__amitriptyline_MI-T																							
HP__amitriptyline_MI-T_MSMS	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__amitriptyline_MI-T_MSMS																							
HP__lansoprazole_MI-T	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__lansoprazole_MI-T																							
HP__lansoprazole_MI-T_MSMS	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__lansoprazole_MI-T_MSMS																							
HP__QC13	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__QC13																							
HP__acetaminophen_MI-T	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__acetaminophen_MI-T																							
HP__acetaminophen_MI-T_MSMS	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__acetaminophen_MI-T_MSMS																							
HP__desogestrel_MI-T	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__desogestrel_MI-T																							
HP__desogestrel_MI-T_MSMS	Homo sapiens	NCBITAXON	http://purl.obolibrary.org/obo/NCBITaxon_9606	blood plasma	BTO	http://purl.obolibrary.org/obo/BTO_0000131	pool	NCIT	http://purl.obolibrary.org/obo/NCIT_C68779	Sample collection	HP__desogestrel_MI-T_MSMS																							
